transaction_id,transaction_date,amount,currency,originator_account,originator_name,originator_country,originator_sic,beneficiary_account,beneficiary_name,beneficiary_country,beneficiary_sic,channel,is_sanctioned,label
5bff226c-7625-441c-a4bf-541c19da7691,2025-02-10 17:52:50,52238.03,INR,GB11NXSG83983834974131,"Burnett, Moore and Willis",IN,6021,GB08VXNL99146058255568,"Williamson, Middleton and Cox",CN,6021,NEFT,0,0
4c70576e-dbe5-45df-a152-bbc24179a99c,2025-05-14 10:13:55,31146.29,INR,GB23IKWB35057872502942,Baker Group,IN,0111,GB82UCTU38246326391788,"Carson, Sandoval and Gonzalez",BR,6211,RTGS,0,0
f8a3cbad-1289-4268-946c-35987ad16312,2025-07-13 11:53:01,47856.89,GBP,GB25QZKP63119914823140,Vazquez-Ellis,GB,6211,GB82IHMW83028215858546,Shaw-Hernandez,CN,5122,SWIFT,0,0
74932f63-0833-4466-b737-f10772c91c99,2025-07-19 20:51:10,63587.76,CNY,GB44JNIK19457305141180,Hernandez Ltd,CN,7999,GB34QUXQ26442879199591,Hall-Wagner,GB,6021,SWIFT,0,0
400ddf36-bd6f-4bdf-8daf-75bf290eb13a,2025-08-14 16:09:31,22591.58,EUR,GB30AIJL88259605028961,Mcdowell Ltd,DE,6211,GB21IWLU12845904303874,Perez-Harris,IN,6211,SWIFT,0,0
a20dd789-0db8-4e58-b3a4-4cf04bcc489e,2025-01-01 08:28:20,55952.66,NGN,GB17FXXI79949213231737,Larson Ltd,NG,5122,GB20MSVN62584603072313,"Clark, Anderson and Frazier",BR,7372,SWIFT,0,0
aad0887c-c552-49a8-a0d2-7a010d110c3d,2025-07-04 00:22:48,98497.27,INR,GB95YVYD49161832487383,"Mitchell, Gonzalez and King",IN,7999,GB31LPUS43069673864143,Mendoza Group,DE,6021,RTGS,0,0
6e8b6fc7-e4f3-4ff3-ae22-65d962399001,2025-01-10 09:22:59,67297.94,GBP,GB22SFVU50997450925838,Lindsey LLC,GB,7372,GB57XQXR70000132320042,Singleton-Stephenson,NG,6211,SEPA,0,0
2e541244-6177-431b-be82-94c8c67922a2,2025-01-20 14:25:17,78029.5,CNY,GB45PYFX02864468538953,"Hart, Bowman and Carpenter",CN,7372,GB24YPHV57778242034640,"Kelly, Young and Greene",BR,1311,SWIFT,0,0
b7853543-8e52-4550-907a-cd3adf9a3460,2025-01-12 17:08:05,33343.99,EUR,GB78QJFV07617466253049,Fernandez LLC,DE,7999,GB90OLUK32292652781226,"Frost, Baird and Herman",GB,0111,SWIFT,0,0
1d25570e-38c2-4ed3-8b7b-02fb7c1ae82c,2025-06-21 12:11:17,68892.73,RUB,GB20ZPOB56799382419306,Sanders-Robbins,RU,6021,GB41BNCJ03029980590420,Middleton-Higgins,NG,1311,SWIFT,0,0
7fbc2573-169c-4eb0-afe5-9630d955e18c,2025-03-29 10:07:28,10216.29,EUR,GB59EPIC24634392567658,Bradshaw-Smith,DE,7999,GB59VKJW49232631057896,Brown PLC,CN,6021,SWIFT,0,0
a24ab392-89f5-43af-b2e0-a5589f7d25d7,2025-04-14 17:15:35,66138.23,USD,GB76MDVD16902284761098,Thomas-Singh,US,5122,GB89FTDW95605607107296,Yang-Richardson,GB,7999,SWIFT,0,0
1204927a-c319-47f0-bb97-ff2772eadd08,2025-06-06 12:05:24,57166.49,EUR,GB29MVVG10955024032575,Barton Group,DE,7372,GB33DMPW46056209361351,"Tran, Merritt and George",GB,6021,NEFT,0,0
3457b3c4-7b70-481b-be30-487cec3b4b3a,2025-03-31 14:21:30,1556.23,GBP,GB86KPDI82649909367676,"Schneider, Castaneda and Stone",GB,7372,GB06HKWY80139291449313,Craig and Sons,IN,1311,NEFT,0,0
1e69fa30-f2a3-4f0c-9dd6-040a78a5a429,2025-06-04 07:04:01,7650.67,INR,GB63TLYB61571114594464,"Davis, Elliott and Reid",IN,1311,GB37GYHN08154941921187,Whitehead and Sons,DE,5122,NEFT,0,0
2e9f1cfe-427e-4bb2-b8fe-6221a667c822,2025-06-05 17:18:26,86642.41,EUR,GB92EREW64289471827617,"Cole, Ford and Whitehead",DE,7372,GB46VVIE29997033405390,Morris-Cordova,RU,5122,SWIFT,0,0
6c760e9d-9290-410f-a438-94537e9754ea,2025-08-08 22:07:24,3031.67,CNY,GB88YEOM36626460795419,Mueller-Montgomery,CN,0111,GB02TCIC75404592339502,Edwards Ltd,BR,5122,SWIFT,0,0
fece263c-a5bd-41cb-9e96-1092107f1cf6,2025-01-11 23:57:48,54288.36,USD,GB22JOJY88115590072684,Proctor and Sons,US,7999,GB15RIVH01297799183291,Yoder-Yang,DE,7999,NEFT,0,0
6b25dfc9-8698-4581-ab40-42423c09dbe7,2025-08-01 19:21:20,71024.57,GBP,GB55ARHW61640689087196,Knapp Ltd,GB,5122,GB33MRNV52473273826989,Thompson-Kaufman,DE,6021,SEPA,0,0
df525d23-1297-4019-af4d-19347d09b763,2025-06-25 22:34:41,13830.75,EUR,GB08BXCA69963234024048,Wang Inc,DE,0111,GB65DLWB09474111546894,Callahan-Flores,RU,6211,SWIFT,0,0
480236bc-ad67-46ee-a590-77d3a34c1366,2025-07-01 21:07:23,36923.49,AED,GB47OYLL39335121707446,Smith Inc,AE,6021,GB86DXYB86769380342888,Gilbert-Lewis,GB,7999,RTGS,0,0
b7bc79a4-abcc-4a5a-9639-ffdef8e207fb,2025-02-15 18:54:00,81342.08,AED,GB25VCFY73119973328735,"Richardson, Cisneros and Davila",AE,1311,GB55KUXY43979278205076,King LLC,DE,5122,SEPA,0,0
4ff3753c-92d1-4cc0-8c76-66a1ee69387d,2025-05-23 05:36:52,62445.75,EUR,GB21WGTK32389667762586,"Perez, Bender and Burns",DE,5122,GB92UNHX06952739541280,Neal-Ellis,RU,7999,RTGS,0,0
c92efc8d-3062-4b2d-afe3-a7694d991ce3,2025-03-12 04:35:29,64005.06,EUR,GB74SBNZ49216127171234,Davis-Cook,DE,7372,GB67RUHU08669455009461,Higgins PLC,DE,7999,NEFT,0,0
3e3bcc65-6460-46f2-afbd-7b989e3cbae4,2025-03-23 06:38:44,56024.03,CNY,GB28TXIE99248333938207,Vargas PLC,CN,5122,GB35CMJH26751072948128,Hill-Chan,DE,6021,RTGS,0,0
1fcdbdb8-a986-4c41-879a-075392666538,2025-04-17 12:36:07,71582.19,INR,GB55HIGC62035443629482,"Powell, Bowers and Russell",IN,5122,GB83EHQK27339714773359,"Adams, Walters and Smith",AE,6021,SEPA,0,0
54b8a1a8-1392-43a8-b19f-dd109befc593,2025-07-01 15:28:17,65634.99,GBP,GB20DPHX25141072614753,Li-Larson,GB,0111,GB54VMEY20990043284597,Murphy Inc,GB,5122,SWIFT,0,0
5bf13049-1c7c-4354-841b-d8e2855202ce,2025-06-16 21:46:59,97343.14,EUR,GB78DPQL84542788721625,Butler-Reynolds,DE,1311,GB15QFJQ68693253351479,Smith-Lopez,CN,1311,RTGS,0,0
f56df500-1569-4cce-899e-133b7eaeea8f,2025-04-20 00:18:18,83471.97,CNY,GB91QXMP63125649605663,"Flores, Fowler and Parrish",CN,7999,GB44NCEP36204591030136,"Walter, Mack and Sanders",BR,1311,NEFT,0,0
4f7d0d4a-6379-4e0e-baa1-bc80e531a790,2025-01-05 17:16:22,36781.97,AED,GB58XYCF76555883642740,"Roberts, Diaz and Berry",AE,7372,GB28JYTK88571132483539,"Vasquez, Bridges and Clark",US,6021,NEFT,0,0
0fb80215-fe93-4a5c-b703-14ddcbb4a20b,2025-04-08 00:10:45,89368.65,INR,GB48LBLS10347527998648,"Ward, Rodriguez and Hill",IN,7372,GB05NBME45953362830931,"Larsen, Peters and Anderson",NG,5122,NEFT,0,0
1cb8bdc3-26ca-44fd-b528-885b92d3212b,2025-02-12 22:51:03,91963.0,NGN,GB19OIGF71825716004146,Schwartz Inc,NG,7372,GB94EDQV92224747195553,"Sharp, Braun and Gentry",NG,1311,SWIFT,0,0
605cd04c-874b-45a4-88d0-fdeb95eef468,2025-08-17 02:17:24,70328.03,BRL,GB02PFCV97414481031407,Green-Jones,BR,1311,GB08USKM57854398655941,Wilson Inc,GB,7372,RTGS,0,0
75a22415-15d7-4e69-81f3-fd5feb7b6eaa,2025-05-11 14:25:34,10835.32,EUR,GB79JELZ56604480996559,Patterson-Leonard,DE,1311,GB30HUSU02260957189501,"Haynes, Smith and Gonzales",US,7999,RTGS,0,0
a24273ff-f27d-4836-ab12-42abaadfaa7d,2025-07-17 06:35:38,37474.99,CNY,GB45FRIZ05101761337802,"Dixon, Martinez and Jones",CN,5122,GB65WYVP79365291516027,"Peters, Rivera and Peterson",GB,6211,NEFT,0,0
2a59d17d-bef5-4ff3-86d2-a2a551781c0f,2025-07-18 22:06:57,61973.86,BRL,GB67UFMF08760035151810,Simpson and Sons,BR,5122,GB89JJIE13235088836855,Welch-Hayes,AE,7372,RTGS,0,0
a5cd10ca-3869-4b1f-9891-0b27c0e478f4,2025-02-02 07:00:02,42663.05,GBP,GB83IVMQ70353141630560,Hanson-Cabrera,GB,0111,GB24WAYN22453026276932,Clark-Jensen,NG,6211,RTGS,0,0
1612c2aa-f994-4b1f-9c91-5eee202de793,2025-02-17 19:20:06,29305.7,USD,GB68HYQX69650052505099,"Carroll, Smith and Avery",US,6021,GB45RVKU75545969955415,White Inc,RU,1311,SEPA,0,0
5196701d-0cab-44cc-ba7f-3cdf629f9a3b,2025-07-22 16:08:23,2023.96,USD,GB08ISGU96188204245976,Logan-Reid,US,7999,GB62HRGL03414481493441,Valdez Group,CN,7372,RTGS,0,0
5b35b900-1d9e-4ea3-b7fb-e977e71d22e6,2025-05-03 13:28:37,35924.7,GBP,GB65GABE25099254777464,"Floyd, White and Shaffer",GB,5122,GB20USUE23967107533204,Murphy LLC,CN,5122,RTGS,0,0
e522d662-d347-418c-a20b-272df159d288,2025-06-01 16:28:53,66929.43,CNY,GB18AKBT52854326945009,Mahoney-Harris,CN,5122,GB29IUKY80919869002258,Wilkins-Mcpherson,AE,6211,RTGS,0,0
de177685-618e-4f6e-aa32-49e8608a9aa5,2025-06-01 14:10:13,22840.68,GBP,GB46FFBK41780666748149,Taylor-Walker,GB,7999,GB86QELX29378158866413,Ward Inc,DE,7999,RTGS,0,0
e46d3f8d-64e6-4747-a2b7-845654eb0578,2025-03-06 07:03:27,28279.76,AED,GB90RGGG90979533876081,"Moore, Cordova and Morgan",AE,1311,GB57TGZH37527498677369,"Lopez, Clark and Flores",NG,1311,SEPA,0,0
de9cd406-f146-4eeb-84c9-b029b5285b4d,2025-06-29 22:34:32,12561.0,NGN,GB33XJAE21802390880703,Decker-Patterson,NG,5122,GB53DPCY40733974340167,Harris Group,IN,0111,RTGS,0,0
ee5a3da4-828c-4ac8-8ee4-c828137c9161,2025-04-15 02:29:05,4516.97,EUR,GB91BPRE54534566112401,Mcgrath PLC,DE,5122,GB98OJGH75127875665945,"Martin, Sparks and Anderson",RU,7999,SWIFT,0,0
32fd57e8-691e-4aad-9487-2e15ddcad59d,2025-03-21 10:07:40,83997.84,AED,GB05OJXE16161007346925,Ruiz Group,AE,7372,GB24OIEP66346515874751,Lewis-Carter,BR,5122,NEFT,0,0
de883cda-3365-4db0-ac3d-71c0426632bf,2025-04-18 00:54:10,42295.29,USD,GB55LYIU45440696014461,Hartman Inc,US,7999,GB49DYKD94239741302242,"Tran, Potter and Sanchez",AE,0111,RTGS,0,0
380f69f3-f45f-4760-bab7-135609042200,2025-08-11 21:57:38,57099.79,BRL,GB96HHOY37154471127755,Greene-Barton,BR,1311,GB56RJFR14945016964660,Davis PLC,DE,7372,RTGS,0,0
151a6537-c25b-44e4-a006-af639f7939be,2025-05-04 16:16:00,12656.69,CNY,GB57UEWG12402666075240,Simmons-Wallace,CN,1311,GB21LVGX98443103619003,Moody PLC,RU,6021,NEFT,0,0
c786f36d-f870-4058-b920-1e358f565e02,2025-02-14 00:16:26,4922.1,GBP,GB22ZZSQ21393598483513,Faulkner-White,GB,6021,GB63JBAX62115145614030,King-Walker,GB,7999,RTGS,0,0
fda4ac74-d1be-4550-bd6d-c3ad1e779a83,2025-07-06 13:03:10,46609.65,USD,GB90KWKE85623473807326,"Trujillo, Lane and Horne",US,0111,GB28DFLY36740984011520,"James, Schroeder and Kim",RU,5122,RTGS,0,0
a61f0ae9-1192-4693-877e-df1e53c9aba9,2025-07-26 00:31:15,79868.73,GBP,GB78KTHO26530181922826,"Cox, Taylor and Webb",GB,6211,GB08IPSH33255759546840,Clay and Sons,BR,5122,NEFT,0,0
aba27e83-d228-41bb-9f6b-6855348b704f,2025-01-02 21:28:55,88439.02,EUR,GB82EHGI21879452448934,"Bradley, Reed and Golden",DE,7372,GB88LPBN32994367958031,Brown-Flores,CN,7999,NEFT,0,0
74d6c90e-ad6c-4524-8246-c10a1c9c43db,2025-04-01 20:20:05,40105.67,BRL,GB05VZTS78349204467134,"Garner, Moore and Shannon",BR,1311,GB64JFQD41396455117573,Steele Ltd,RU,0111,SWIFT,0,0
b2e3926d-f852-497a-b3cc-fd1abb9ec307,2025-05-31 19:34:37,74471.1,BRL,GB38QJBV38337841499600,"Munoz, Kelly and Jordan",BR,0111,GB59XEHR15073406073891,Smith-House,NG,1311,RTGS,0,0
336fabc7-3eed-4112-9c2d-eb03300c9261,2025-02-15 00:56:11,51782.51,GBP,GB50FIYQ44678537913984,"Roberson, Gonzalez and Payne",GB,1311,GB03ERXP47301062375364,"Hughes, Brown and Mathews",AE,6211,SEPA,0,0
446a9bb0-2cb7-4294-aff1-a5e5a86acebd,2025-01-20 02:10:51,95146.94,NGN,GB63IAOP11551721480386,"Willis, Rivera and Everett",NG,1311,GB89YRPG08029813267929,"Cervantes, Smith and Mcgee",GB,0111,NEFT,0,0
53917aac-cad8-48eb-a508-8c9e599e8ac9,2025-07-16 02:49:42,47276.97,RUB,GB15LJKI78234370388532,Haynes-Anderson,RU,6021,GB73SUNP65064786065583,Keller LLC,GB,7372,SWIFT,0,0
6ada3df5-7e50-41be-92f1-7eb00219b442,2025-03-29 05:57:36,34006.38,AED,GB09DENI12119617060321,Smith Ltd,AE,7372,GB61TNFI26598231797763,Martinez-Allen,CN,6021,SEPA,0,0
09af2cbf-bcec-42ef-a9a2-ced5480c91fa,2025-01-29 12:18:22,57916.75,USD,GB40NTLY84104655787245,Torres-Hill,US,0111,GB85EWQR87305737463117,Russell and Sons,RU,7372,SWIFT,0,0
dec48b83-3b55-4f72-8f5b-d02728de5f22,2025-06-16 15:46:13,2251.83,GBP,GB70XJBK17660086909383,Scott-Anderson,GB,7372,GB13NVFK32267151675464,Pierce Inc,IN,6021,SEPA,0,0
09bef187-a223-4b43-80bb-d9cf60b6ce70,2025-04-02 17:07:08,11112.22,RUB,GB10CNHM99002295428121,Phillips-Fields,RU,7372,GB64GVDV92379734162878,Luna Inc,NG,7999,SEPA,0,0
db45f48d-4655-4ddf-b880-2282ef923744,2025-06-03 02:05:46,12534.13,INR,GB31TBCK44326445115940,"Gomez, Kelley and Andrews",IN,6211,GB39QZNT90568830419948,"Taylor, Jones and Reid",US,6021,SEPA,0,0
53176f89-305f-43ae-9b7e-93891aea71fb,2025-04-13 01:14:56,36276.54,USD,GB86OHTR16097334379291,"Graves, Benson and Franklin",US,6211,GB55WOTY90864085173244,Jennings-Wong,NG,7999,RTGS,0,0
870933b6-acbf-4942-85ef-166832f44be9,2025-01-21 19:40:07,28226.57,GBP,GB51QALU91002677585324,"Johnson, Hughes and Thompson",GB,0111,GB83TZZX78176085016591,Burke-Suarez,IN,6211,NEFT,0,0
cd5a3a9c-cffa-471a-8df8-6a9ec1ed1f1d,2025-06-22 18:39:55,52707.01,AED,GB73ISMU68767242674329,Smith-Ellison,AE,7999,GB91VBTN48333561983513,Lozano-Chavez,GB,7372,NEFT,0,0
b0ea933a-56fa-46a1-adce-85e1346f22ba,2025-03-29 15:54:52,30229.42,NGN,GB46MRPQ27278887911512,Knapp-Jones,NG,6021,GB70EHAJ91142283020466,Martin-Clayton,US,0111,SWIFT,0,0
e5174c33-5875-46a3-9259-309909845cf1,2025-05-06 08:44:11,56443.51,USD,GB87ZYRC49895206255647,"West, Coleman and Taylor",US,6021,GB19XFBY01971569849852,"Russell, Frazier and Knapp",GB,7999,NEFT,0,0
4abfebe8-4f2f-44c9-bad9-c07c6bb4e0b7,2025-07-04 07:22:12,10457.19,USD,GB49AFVB16162651317956,Richardson and Sons,US,5122,GB48OVAZ43337436283411,"Freeman, Garcia and Perez",NG,6021,NEFT,0,0
75ec37d5-9e39-4d44-bdb6-bf5b64dca3d4,2025-08-09 16:13:00,12017.58,CNY,GB43CQML78699533236521,Martinez-Lawrence,CN,5122,GB15RJFP44964306911587,Rodriguez LLC,GB,6211,NEFT,0,0
0145e637-f227-42a2-98e9-df85f2093eb9,2025-03-15 23:15:13,14071.11,CNY,GB85FJDX39558292325002,Travis and Sons,CN,5122,GB92ASQQ75075715821518,Coleman-Reed,GB,0111,NEFT,0,0
a78be405-2413-488f-a654-cc8ddfd24e41,2025-03-23 09:43:18,67346.35,NGN,GB65NQNR55880882053869,Mitchell LLC,NG,7372,GB12CAUP16841746323921,"Craig, Reyes and Harris",NG,7372,NEFT,0,0
eda0ce9b-c4c7-45f4-aa3e-26c6972a9045,2025-07-28 13:10:15,94053.45,GBP,GB70SFLH18509929234500,"Simpson, Esparza and Suarez",GB,7999,GB33LJXA50540926274764,"Carlson, Brown and Rogers",US,5122,RTGS,0,0
1b2d0c28-f586-4342-a8e9-9ee57a483eef,2025-06-10 05:37:36,10021.22,AED,GB70WNWR05394658885719,Johnson-Gutierrez,AE,6021,GB02XGGK92458509220157,"Weber, Miller and Nguyen",AE,6021,SWIFT,0,0
b6305b64-d349-407f-a277-d3d90b006211,2025-04-07 01:21:18,35132.31,BRL,GB83RFBU84658031096114,Martin-Riley,BR,7999,GB71CSFG02544293540178,Clark-Jones,RU,6021,RTGS,0,0
9d91d3f8-6d1c-45f2-83ac-e488ba2b9470,2025-01-20 23:43:11,30226.9,CNY,GB42VMTZ91414311079325,"Weaver, Williams and Davis",CN,6211,GB81YDWR62933743798871,Stafford PLC,RU,1311,RTGS,0,0
688c6cf5-e382-48c3-912c-52b9dc90832c,2025-04-22 21:31:53,62689.98,GBP,GB07VXCR39491166819708,Cantrell-Moore,GB,1311,GB26SERQ73120410473391,Mason-Kent,GB,5122,SWIFT,0,0
8cf9ce5c-163e-4801-a4c9-2e3c9c9767fd,2025-02-19 05:51:38,80527.57,CNY,GB13RMWB05047385862693,"Cook, Gibson and Garcia",CN,5122,GB96XADM32409220670085,James-Wood,GB,7999,SEPA,0,0
955cc0bc-5b87-4f26-be0a-65fc2b013dd3,2025-03-24 03:49:01,43554.11,USD,GB90JMDQ75515079037294,Lopez Ltd,US,6021,GB70FZLG47748936740967,Roberts-Stephens,BR,6211,RTGS,0,0
d825439c-1c97-4cce-bf62-d8943a80d361,2025-04-27 02:28:34,5052.57,EUR,GB92ONCC48890388030087,Fields Ltd,DE,6211,GB69XGVE43258539232405,"Graham, Taylor and Bishop",IN,0111,RTGS,0,0
dc27c5e1-90b6-4de6-ad19-faf4a4ddf397,2025-05-22 14:06:05,51672.39,CNY,GB62QPCV63075162891708,Roberson-Barton,CN,5122,GB03PQXL35563629868352,Morales-Prince,CN,7999,SEPA,0,0
75f0a204-843b-45f3-b230-ec496498c263,2025-06-23 16:08:28,48902.83,BRL,GB27QBDD17001117917870,Olson LLC,BR,0111,GB51GRDU49723941791399,"Fry, Ramos and Sanders",RU,1311,SEPA,0,0
ff0fc054-3901-48b4-afc9-bd7d060b4112,2025-05-10 22:50:57,14610.8,CNY,GB79IKBU26385171399971,Foster-Flynn,CN,7372,GB46MPWI55193717724342,Ellis Group,IN,7999,NEFT,0,0
c2f3c335-75ab-4114-96c8-fe646fc7f21a,2025-06-10 15:43:10,90208.96,RUB,GB88GSXL98570439329141,Mcfarland Group,RU,6021,GB11MFHA19961399190600,"Ross, Tran and Smith",US,7999,NEFT,0,0
12188011-40d9-4dee-95dc-738b59c3752c,2025-03-30 17:09:32,17205.47,EUR,GB54HNRD90170651543382,Moreno and Sons,DE,0111,GB59ARAV23161041101080,Snyder and Sons,DE,1311,SEPA,0,0
8c79d9f5-7e20-4037-8b57-0ba687887fb3,2025-02-11 05:59:15,47320.75,AED,GB45SEUH92779450435518,"Durham, King and Wood",AE,7999,GB49FPDY72825120190260,"Steele, Beasley and Collier",AE,0111,SEPA,0,0
dcf24a7c-125f-4989-9328-9d8d2ece4125,2025-06-16 05:21:30,73427.88,CNY,GB09TDMR95854879056854,Yang-Thomas,CN,7999,GB63JWMZ20884627393443,"Miller, Newton and Conrad",NG,6211,RTGS,0,0
1a3f417e-10a8-4ed0-bb5c-34de7688876b,2025-05-16 12:36:12,38042.75,NGN,GB63KOOW93605123122367,Clark Inc,NG,6211,GB57AMJP66324059031257,Allen PLC,AE,6021,SEPA,0,0
0924cb90-65e0-4e32-a5aa-406d41cf0469,2025-05-24 02:19:02,56518.51,INR,GB51DBAS40243714813711,Juarez-Melton,IN,5122,GB75XXUN99401522468673,"Santos, Johnson and Jackson",AE,6211,NEFT,0,0
2fbb5234-e939-4961-a61b-30cdec166eec,2025-06-25 19:56:06,27171.6,NGN,GB49OFUZ67318295427674,Griffith LLC,NG,6211,GB32BBAM83924055829025,Howell Ltd,DE,5122,RTGS,0,0
8d5bfe68-2974-449f-a511-586d71b0dc06,2025-06-02 01:19:28,53668.53,INR,GB07DPFO71328964751238,Dean-Pace,IN,5122,GB12SLMF30921005729521,Hall Inc,US,0111,RTGS,0,0
056420c3-6116-45f8-8135-f85906d10451,2025-04-12 23:02:42,18380.67,AED,GB57KAJT92667210349770,Martinez-Hernandez,AE,1311,GB18SCQP49706476365731,Wiley and Sons,RU,0111,NEFT,0,0
a37acddc-33f6-446e-9545-746c467f6492,2025-03-18 17:51:19,99565.42,EUR,GB41VMAF45279443074140,Nunez-Love,DE,1311,GB65RRRI52339864627393,Ford Inc,NG,0111,SEPA,0,0
c344a43e-4ddf-4c52-9730-fef8743542a2,2025-07-17 12:16:45,9533.49,GBP,GB56QXSP02967357111278,Cox Group,GB,7999,GB59KTQN86498337556281,Carlson Ltd,NG,5122,NEFT,0,0
afec61c7-d136-4bf1-b40f-7afe0a29a7a6,2025-05-26 01:53:45,94421.84,CNY,GB87JMXB71732475506361,Rogers-Joseph,CN,1311,GB46PVET32809965466093,Carter-Juarez,DE,5122,SWIFT,0,0
